github_url,file_path,signature,static_match
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/examples/rl/run_diffuser_locomotion.py,diffusers.experimental.ValueGuidedRLPipeline.from_pretrained,bglick13/hopper-medium-v2-value-function-hor32
github.com/declare-lab/tango,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_attend_and_excite.py,diffusers.StableDiffusionAttendAndExcitePipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base
github.com/tejpshah/fbp-stable-diffusion,model.py,diffusers.UNet2DConditionModel.from_pretrained;diffusers.AutoencoderKL.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion.py,diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/paint_by_example/test_paint_by_example.py,diffusers.PaintByExamplePipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_inpaint.py,diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting
github.com/Capsize-Games/aihandler,src/aihandler/mixins/kandinsky_mixin.py,diffusers.KandinskyPriorPipeline.from_pretrained,kandinsky-community/kandinsky-2-1-prior
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/altdiffusion/test_alt_diffusion.py,diffusers.AltDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.AltDiffusionPipeline.from_pretrained,BAAI/AltDiffusion;BAAI/AltDiffusion;BAAI/AltDiffusion
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxDPMSolverMultistepScheduler.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_pix2pix_zero.py,diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1;CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_inpaint.py,diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_image_variation.py,diffusers.VersatileDiffusionImageVariationPipeline.from_pretrained,shi-labs/versatile-diffusion
github.com/neuroidss/EEG-GAN-audio-video,neurofeedback_coh_circle_bdf_spectrum_audio_gen_stylegan3_game.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_inpaint_legacy.py,diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_image_variation.py,diffusers.VersatileDiffusionImageVariationPipeline.from_pretrained,shi-labs/versatile-diffusion
github.com/stochasticai/x-stable-diffusion,FlashAttention/diffusers/tests/test_pipelines.py,diffusers.DDPMPipeline.from_pretrained;diffusers.DDPMPipeline.from_pretrained;diffusers.pipeline_utils.DiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.pipeline_utils.DiffusionPipeline.from_pretrained;diffusers.pipeline_utils.DiffusionPipeline.from_pretrained;diffusers.DDIMPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.LDMTextToImagePipeline.from_pretrained;diffusers.LDMTextToImagePipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.LDMPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionOnnxPipeline.from_pretrained,CompVis/ldm-text2im-large-256;CompVis/ldm-text2im-large-256;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-1;CompVis/ldm-celebahq-256
github.com/ssube/onnx-web,api/onnx_web/convert/diffusion/checkpoint.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_k_diffusion.py,diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1-base;stabilityai/stable-diffusion-2-1-base
github.com/ALM-LAB/PACE,phase3.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/microsoft/LMOps,promptist/diffusers/tests/pipelines/latent_diffusion/test_latent_diffusion.py,diffusers.LDMTextToImagePipeline.from_pretrained;diffusers.LDMTextToImagePipeline.from_pretrained,CompVis/ldm-text2im-large-256;CompVis/ldm-text2im-large-256
github.com/showlab/ShowAnything,ImageEdit/edit_by_point.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,stabilityai/stable-diffusion-2-inpainting
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/scripts/convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/Oneflow-Inc/diffusion-benchmark,scripts/stable_diffusion_v1_5_vae.py,diffusers.OneFlowAutoencoderKL.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/Ascend/ModelZoo-PyTorch,PyTorch/built-in/diffusion/diffusers/scripts/convert_music_spectrogram_to_diffusers.py,diffusers.OnnxRuntimeModel.from_pretrained,kashif/soundstream_mel_decoder
github.com/microsoft/LMOps,promptist/diffusers/scripts/convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/IDEA-Research/Grounded-Segment-Anything,playground/RePaint/repaint.py,diffusers.RePaintScheduler.from_pretrained;diffusers.RePaintPipeline.from_pretrained,google/ddpm-ema-celebahq-256;google/ddpm-ema-celebahq-256
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_inpaint.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_k_diffusion.py,diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1-base
github.com/stochasticai/x-stable-diffusion,FlashAttention/diffusers/tests/test_models_vq.py,diffusers.VQModel.from_pretrained;diffusers.VQModel.from_pretrained,fusing/vqgan-dummy;fusing/vqgan-dummy
github.com/drboog/Shifted_Diffusion,diffusers/tests/models/test_models_vq.py,diffusers.VQModel.from_pretrained;diffusers.VQModel.from_pretrained,fusing/vqgan-dummy;fusing/vqgan-dummy
github.com/Newbeeer/diffusion_restart_sampling,diffuser/visualization.py,diffusers.StableDiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion.py,diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained;diffusers.OnnxStableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/visual-openllm/visual-openllm,visual_openllm/visual_openllm.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained.to;diffusers.StableDiffusionInstructPix2PixPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained,runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_inpaint_legacy.py,diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained;diffusers.StableDiffusionInpaintPipelineLegacy.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/Oneflow-Inc/diffusers,benchmarks/stable_diffusion_v1_5_unet.py,diffusers.UNet2DConditionModel.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/paint_by_example/test_paint_by_example.py,diffusers.PaintByExamplePipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/test_pipelines_flax.py,diffusers.FlaxDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,hf-internal-testing/tiny-stable-diffusion-pipe;hf-internal-testing/tiny-stable-diffusion-pipe;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/saba99/Stable-DreamFusion-NeRF,colab shots/trace.py,diffusers.StableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2-1-base
github.com/drboog/ProFusion,diffusers/examples/textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/neuroidss/EEG-GAN-audio-video,neurofeedback_coh_game.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/declare-lab/tango,diffusers/tests/models/test_models_unet_2d.py,diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained,fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;google/ncsnpp-celebahq-256;google/ncsnpp-celebahq-256;fusing/ncsnpp-ffhq-ve-dummy-update
github.com/drboog/ProFusion,diffusers/tests/models/test_models_vae.py,diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained,fusing/autoencoder-kl-dummy;fusing/autoencoder-kl-dummy
github.com/Picsart-AI-Research/Text2Video-Zero,model.py,diffusers.ControlNetModel.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained,lllyasviel/sd-controlnet-canny;lllyasviel/sd-controlnet-depth;lllyasviel/sd-controlnet-canny
github.com/ogkalu2/Sketch-Guided-Stable-Diffusion,Evaluate_LGP.py,diffusers.AutoencoderKL.from_pretrained.to;diffusers.UNet2DConditionModel.from_pretrained.to;diffusers.DDPMScheduler.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/h2oai/wave-image-styling-playground,img_styler/image_prompt/control_net/image2image.py,diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/huggingface/diffusers,examples/text_to_image/train_text_to_image_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/drboog/Shifted_Diffusion,diffusers/examples/text_to_image/train_text_to_image_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/Newbeeer/diffusion_restart_sampling,diffuser/diffusers/pipelines/stable_diffusion/convert_from_ckpt.py,diffusers.PriorTransformer.from_pretrained;diffusers.UnCLIPScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/waifu-diffusion/network-trainer,finetuner.py,diffusers.PNDMScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.DDPMScheduler.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/declare-lab/tango,diffusers/tests/test_modeling_common.py,diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained,hf-internal-testing/stable-diffusion-broken;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_flax_controlnet.py,diffusers.FlaxControlNetModel.from_pretrained;diffusers.FlaxStableDiffusionControlNetPipeline.from_pretrained;diffusers.FlaxControlNetModel.from_pretrained;diffusers.FlaxStableDiffusionControlNetPipeline.from_pretrained,lllyasviel/sd-controlnet-canny;runwayml/stable-diffusion-v1-5;lllyasviel/sd-controlnet-openpose;runwayml/stable-diffusion-v1-5
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/altdiffusion/test_alt_diffusion.py,diffusers.AltDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.AltDiffusionPipeline.from_pretrained,BAAI/AltDiffusion;BAAI/AltDiffusion;BAAI/AltDiffusion
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/altdiffusion/test_alt_diffusion.py,diffusers.AltDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.AltDiffusionPipeline.from_pretrained;diffusers.AltDiffusionPipeline.from_pretrained,BAAI/AltDiffusion;BAAI/AltDiffusion;BAAI/AltDiffusion
github.com/IBM/BadDiffusion,diffusers/scripts/convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/OpenGVLab/LLaMA-Adapter,imagebind_LLM/gradio_app.py,diffusers.StableUnCLIPImg2ImgPipeline.from_pretrained,stabilityai/stable-diffusion-2-1-unclip
github.com/triton-inference-server/tutorials,Conceptual_Guide/Part_6-building_complex_pipelines/export.py,diffusers.AutoencoderKL.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/lucataco/banana-controlnet,app.py,diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained,lllyasviel/sd-controlnet-canny;runwayml/stable-diffusion-v1-5
github.com/delta-incubator/deltatorch,examples/difusers_stable_diffusion/run.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/IBM/BadDiffusion,diffusers/tests/test_models_unet.py,diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained,fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;google/ncsnpp-celebahq-256;google/ncsnpp-celebahq-256;fusing/ncsnpp-ffhq-ve-dummy-update
github.com/jannerm/ddpo,ddpo/training/callbacks.py,diffusers.FlaxAutoencoderKL.from_pretrained,duongna/stable-diffusion-v1-4-flax
github.com/microsoft/unilm,textdiffuser/eval/MARIOEval_generate.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained,runwayml/stable-diffusion-v1-5;DeepFloyd/IF-I-XL-v1.0;DeepFloyd/IF-II-L-v1.0;stabilityai/stable-diffusion-x4-upscaler;lllyasviel/sd-controlnet-canny;runwayml/stable-diffusion-v1-5
github.com/neuroidss/EEG-GAN-audio-video,neurofeedback_inverse_gamepad.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/painebenjamin/app.enfugue.ai,src/python/enfugue/diffusion/pipeline.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxDPMSolverMultistepScheduler.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2
github.com/declare-lab/tango,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_pix2pix_zero.py,diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained;diffusers.StableDiffusionPix2PixZeroPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1;CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_panorama.py,diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained,stabilityai/stable-diffusion-2-base
